kp,pipeline_id,pipeline_code,pipeline_name,latitude,longitude,elevation,slope_deg,river_proximity_km,fault_distance_km,soil_type,soil_risk,flooding_index,earthquake_factor,erosion_factor,landslide_index,soil_corrosivity_index,hoop_stress_ratio,pipe_diameter_inches,operating_pressure_psig,pipe_material,design_wall_thickness_mm,operational_age_years,corrosion_rate_mm_per_year,thickness_loss_mm,remaining_wall_thickness_mm,material_loss_percent,degradation_condition,failure_probability,failure_probability_percent,risk_class,primary_hazard,failure_code,diagnostic_message,remediation_plan
80.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.795619,6.338798,262.0,4.06,83.12,69.43,Expansive Shale & Rocky Outcrop,2,0.095,0.051,0.152,0.321,0.553,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.285,4.56,11.34,28.7,Moderate,0.1355,13.6,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 80.0: High external corrosion hazard (13.6%) resulting from saturated groundwater (Corrosivity Index 0.553) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
81.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.8038,6.342557,224.0,3.89,82.12,68.79,Expansive Shale & Rocky Outcrop,2,0.109,0.049,0.144,0.293,0.618,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.295,4.72,11.18,29.7,Moderate,0.1386,13.9,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 81.0: High external corrosion hazard (13.9%) resulting from saturated groundwater (Corrosivity Index 0.618) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
82.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.811982,6.346316,194.0,2.81,81.12,67.49,Stable Sandy Loam,0,0.122,0.035,0.067,0.228,0.269,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.148,2.37,13.53,14.9,Moderate,0.0911,9.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 82.0: Stable terrain conditions (9.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
83.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.820167,6.350066,175.0,0.17,80.12,66.84,Stable Sandy Loam,0,0.161,0.071,0.05,0.128,0.302,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.175,2.8,13.1,17.6,Moderate,0.0888,8.9,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 83.0: Stable terrain conditions (8.9% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
84.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.828543,6.353365,191.0,1.95,79.12,65.53,Stable Sandy Loam,0,0.123,0.051,0.061,0.217,0.275,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.171,2.74,13.16,17.2,Moderate,0.0917,9.2,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 84.0: Stable terrain conditions (9.2% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
85.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.836918,6.356665,141.0,4.17,78.12,64.37,Stable Sandy Loam,0,0.171,0.06,0.125,0.247,0.361,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.217,3.47,12.43,21.8,Moderate,0.1194,11.9,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 85.0: Stable terrain conditions (11.9% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
86.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.845294,6.359964,118.0,1.83,77.12,63.32,Stable Sandy Loam,0,0.226,0.072,0.061,0.148,0.4,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.197,3.15,12.75,19.8,Moderate,0.1133,11.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 86.0: Stable terrain conditions (11.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
87.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.85367,6.363264,109.0,0.92,76.13,62.48,Stable Sandy Loam,0,0.205,0.055,0.05,0.123,0.415,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.238,3.81,12.09,24.0,Moderate,0.1039,10.4,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 87.0: Stable terrain conditions (10.4% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
88.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.862046,6.366563,102.0,0.11,75.13,61.79,Stable Sandy Loam,0,0.238,0.032,0.057,0.089,0.428,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.22,3.52,12.38,22.1,Moderate,0.1035,10.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 88.0: Stable terrain conditions (10.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
89.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.870421,6.369863,111.0,0.97,74.13,60.39,Stable Sandy Loam,0,0.243,0.041,0.05,0.12,0.412,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.213,3.41,12.49,21.4,Moderate,0.1082,10.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 89.0: Stable terrain conditions (10.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
90.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.878797,6.373162,85.0,1.89,73.13,59.82,Stable Sandy Loam,0,0.261,0.06,0.05,0.141,0.457,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.233,3.73,12.17,23.5,Moderate,0.1211,12.1,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 90.0: High external corrosion hazard (12.1%) resulting from saturated groundwater (Corrosivity Index 0.457) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
91.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.887173,6.376462,78.0,0.34,72.14,58.34,Corrosive Lowland Clay,1,0.245,0.06,0.05,0.083,0.669,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.303,4.85,11.05,30.5,Moderate,0.1283,12.8,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 91.0: High external corrosion hazard (12.8%) resulting from saturated groundwater (Corrosivity Index 0.669) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
92.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.895548,6.379761,79.0,0.69,71.14,57.35,Corrosive Lowland Clay,1,0.243,0.073,0.083,0.114,0.667,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.313,5.01,10.89,31.5,Critical,0.1371,13.7,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 92.0: High external corrosion hazard (13.7%) resulting from saturated groundwater (Corrosivity Index 0.667) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
93.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.903924,6.383061,66.0,0.52,70.14,56.42,Corrosive Lowland Clay,1,0.271,0.042,0.084,0.065,0.69,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.322,5.15,10.75,32.4,Critical,0.1328,13.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 93.0: High external corrosion hazard (13.3%) resulting from saturated groundwater (Corrosivity Index 0.69) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
94.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.9123,6.38636,70.0,0.23,69.15,55.45,Corrosive Lowland Clay,1,0.256,0.059,0.05,0.067,0.682,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.315,5.04,10.86,31.7,Critical,0.1288,12.9,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 94.0: High external corrosion hazard (12.9%) resulting from saturated groundwater (Corrosivity Index 0.682) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
95.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.920675,6.38966,62.0,0.69,68.15,54.65,Corrosive Lowland Clay,1,0.287,0.069,0.096,0.096,0.696,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.317,5.07,10.83,31.9,Critical,0.1454,14.5,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 95.0: High external corrosion hazard (14.5%) resulting from saturated groundwater (Corrosivity Index 0.696) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
96.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.929051,6.392959,58.0,0.57,67.15,53.8,Corrosive Lowland Clay,1,0.274,0.031,0.085,0.059,0.703,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.343,5.49,10.41,34.5,Critical,0.1322,13.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 96.0: High external corrosion hazard (13.2%) resulting from saturated groundwater (Corrosivity Index 0.703) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
97.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.937427,6.396259,52.0,0.57,66.16,52.67,Corrosive Lowland Clay,1,0.29,0.056,0.089,0.079,0.714,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.336,5.38,10.52,33.8,Critical,0.1427,14.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 97.0: High external corrosion hazard (14.3%) resulting from saturated groundwater (Corrosivity Index 0.714) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
98.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.945802,6.399559,48.0,0.06,65.16,51.45,Corrosive Lowland Clay,1,0.289,0.03,0.066,0.053,0.72,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.341,5.46,10.44,34.3,Critical,0.1337,13.4,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 98.0: High external corrosion hazard (13.4%) resulting from saturated groundwater (Corrosivity Index 0.72) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
99.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.954178,6.402858,53.0,0.11,64.16,50.44,Corrosive Lowland Clay,1,0.262,0.06,0.05,0.04,0.712,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.311,4.98,10.92,31.3,Moderate,0.1286,12.9,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 99.0: High external corrosion hazard (12.9%) resulting from saturated groundwater (Corrosivity Index 0.712) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
100.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.962554,6.406158,50.0,0.23,63.17,50.01,Corrosive Lowland Clay,1,0.298,0.038,0.05,0.054,0.717,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.343,5.49,10.41,34.5,Critical,0.1348,13.5,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 100.0: High external corrosion hazard (13.5%) resulting from saturated groundwater (Corrosivity Index 0.717) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
101.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.970929,6.409457,49.0,0.11,62.17,48.84,Corrosive Lowland Clay,1,0.271,0.03,0.05,0.061,0.719,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.344,5.5,10.4,34.6,Critical,0.1302,13.0,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 101.0: High external corrosion hazard (13.0%) resulting from saturated groundwater (Corrosivity Index 0.719) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
102.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.979305,6.412757,52.0,0.4,61.17,47.62,Corrosive Lowland Clay,1,0.26,0.03,0.092,0.059,0.714,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.342,5.47,10.43,34.4,Critical,0.1312,13.1,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 102.0: High external corrosion hazard (13.1%) resulting from saturated groundwater (Corrosivity Index 0.714) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
103.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.987681,6.416056,56.0,0.4,60.18,46.85,Corrosive Lowland Clay,1,0.275,0.03,0.05,0.075,0.707,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.34,5.44,10.46,34.2,Critical,0.132,13.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 103.0: High external corrosion hazard (13.2%) resulting from saturated groundwater (Corrosivity Index 0.707) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
104.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.996057,6.419356,59.0,0.11,59.18,45.88,Corrosive Lowland Clay,1,0.279,0.03,0.086,0.073,0.702,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.318,5.09,10.81,32.0,Critical,0.1351,13.5,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 104.0: High external corrosion hazard (13.5%) resulting from saturated groundwater (Corrosivity Index 0.702) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
105.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.004432,6.422655,58.0,0.46,58.19,45.09,Corrosive Lowland Clay,1,0.284,0.054,0.076,0.086,0.703,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.333,5.33,10.57,33.5,Critical,0.1403,14.0,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 105.0: High external corrosion hazard (14.0%) resulting from saturated groundwater (Corrosivity Index 0.703) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
106.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.012808,6.425955,67.0,1.09,57.19,43.6,Corrosive Lowland Clay,1,0.262,0.075,0.05,0.098,0.688,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.319,5.1,10.8,32.1,Critical,0.1372,13.7,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 106.0: High external corrosion hazard (13.7%) resulting from saturated groundwater (Corrosivity Index 0.688) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
107.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.021184,6.429254,77.0,1.26,56.2,42.8,Corrosive Lowland Clay,1,0.266,0.076,0.051,0.1,0.671,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.303,4.85,11.05,30.5,Moderate,0.1369,13.7,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 107.0: High external corrosion hazard (13.7%) resulting from saturated groundwater (Corrosivity Index 0.671) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
108.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.029559,6.432554,89.0,1.66,55.2,42.09,Stable Sandy Loam,0,0.256,0.037,0.106,0.152,0.451,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.245,3.92,11.98,24.7,Moderate,0.1234,12.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 108.0: High external corrosion hazard (12.3%) resulting from saturated groundwater (Corrosivity Index 0.451) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
109.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.037935,6.435853,106.0,1.55,54.21,41.13,Stable Sandy Loam,0,0.219,0.066,0.075,0.158,0.422,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.229,3.66,12.24,23.0,Moderate,0.1161,11.6,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 109.0: Stable terrain conditions (11.6% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
110.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.046311,6.439153,116.0,2.41,53.21,40.06,Stable Sandy Loam,0,0.23,0.032,0.099,0.202,0.404,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.231,3.7,12.2,23.3,Moderate,0.121,12.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 110.0: Stable terrain conditions (12.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
111.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.054686,6.442452,148.0,3.43,52.22,38.64,Stable Sandy Loam,0,0.174,0.03,0.134,0.254,0.35,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.182,2.91,12.99,18.3,Moderate,0.117,11.7,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 111.0: Stable terrain conditions (11.7% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
112.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.063062,6.445752,176.0,3.26,51.22,37.94,Stable Sandy Loam,0,0.18,0.066,0.116,0.256,0.302,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.175,2.8,13.1,17.6,Moderate,0.117,11.7,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 112.0: Stable terrain conditions (11.7% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
113.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.071438,6.449051,205.0,2.86,50.23,36.84,Expansive Shale & Rocky Outcrop,2,0.137,0.064,0.135,0.261,0.652,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.318,5.09,10.81,32.0,Critical,0.1428,14.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 113.0: High external corrosion hazard (14.3%) resulting from saturated groundwater (Corrosivity Index 0.652) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
114.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.079813,6.452351,226.0,2.12,49.23,35.79,Expansive Shale & Rocky Outcrop,2,0.111,0.03,0.07,0.25,0.616,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.314,5.02,10.88,31.6,Critical,0.1231,12.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 114.0: High external corrosion hazard (12.3%) resulting from saturated groundwater (Corrosivity Index 0.616) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
115.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.088189,6.45565,242.0,2.92,48.24,34.77,Expansive Shale & Rocky Outcrop,2,0.092,0.072,0.083,0.283,0.589,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.293,4.69,11.21,29.5,Moderate,0.1289,12.9,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 115.0: High external corrosion hazard (12.9%) resulting from saturated groundwater (Corrosivity Index 0.589) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
116.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.096565,6.45895,277.0,3.55,47.25,34.11,Expansive Shale & Rocky Outcrop,2,0.047,0.046,0.142,0.328,0.529,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.241,3.86,12.04,24.3,Moderate,0.1243,12.4,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 116.0: High external corrosion hazard (12.4%) resulting from saturated groundwater (Corrosivity Index 0.529) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
117.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.10494,6.462249,304.0,2.63,46.25,33.23,Expansive Shale & Rocky Outcrop,2,0.04,0.07,0.077,0.327,0.483,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.238,3.81,12.09,24.0,Moderate,0.1161,11.6,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 117.0: High external corrosion hazard (11.6%) resulting from saturated groundwater (Corrosivity Index 0.483) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
118.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.113316,6.465549,323.0,1.2,45.26,32.0,Expansive Shale & Rocky Outcrop,2,0.04,0.045,0.103,0.287,0.45,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.226,3.62,12.28,22.8,Moderate,0.1062,10.6,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 118.0: High external corrosion hazard (10.6%) resulting from saturated groundwater (Corrosivity Index 0.45) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
119.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.121692,6.468848,283.0,2.69,44.27,31.11,Expansive Shale & Rocky Outcrop,2,0.069,0.08,0.11,0.293,0.519,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.254,4.06,11.84,25.5,Moderate,0.1235,12.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 119.0: High external corrosion hazard (12.3%) resulting from saturated groundwater (Corrosivity Index 0.519) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
120.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.130068,6.472148,276.0,4.52,43.28,30.29,Expansive Shale & Rocky Outcrop,2,0.04,0.065,0.128,0.374,0.531,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.245,3.92,11.98,24.7,Moderate,0.1315,13.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 120.0: High external corrosion hazard (13.2%) resulting from saturated groundwater (Corrosivity Index 0.531) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
121.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.138443,6.475447,204.0,5.6,42.29,29.26,Expansive Shale & Rocky Outcrop,2,0.136,0.067,0.126,0.361,0.654,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.311,4.98,10.92,31.3,Moderate,0.1577,15.8,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 121.0: High external corrosion hazard (15.8%) resulting from saturated groundwater (Corrosivity Index 0.654) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
122.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.146819,6.478747,178.0,4.18,41.29,28.29,Stable Sandy Loam,0,0.169,0.07,0.158,0.279,0.299,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.187,2.99,12.91,18.8,Moderate,0.1226,12.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 122.0: Stable terrain conditions (12.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
123.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),7.155122,6.482227,131.0,3.38,40.3,27.3,Stable Sandy Loam,0,0.19,0.034,0.104,0.24,0.38,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.213,3.41,12.49,21.4,Moderate,0.1182,11.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 123.0: Stable terrain conditions (11.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
